,tweet
1601,"@RealMarcFoxx @Rshann @Breaking911 That's for influenza, not Covid.  What am I missing?  I need something to put in… https://t.co/VYRcnboVcn"
1602,I had a breathing tube during surgery and it was awful when I woke up. That was just a couple of hours. I can't ima… https://t.co/p7tGRcXYEE
1603,"Not only kept coming to work when their kid had covid symptoms, but came to work and didnt wear a mask. 

(Apparent… https://t.co/F7pGHlw7OP"
1604,@rich_ffs @malmphegor @talkRADIO @JuliaHB1 @carlheneghan That was from the summer last year https://t.co/t8NlcJHuuI
1605,"I'm going to be wearing a mask when I have the flu or a cold or have been around those who are sick. 

It is just r… https://t.co/RTHE9OpMRp"
1606,"@Shellmccabe Whoo hehehe, wear your mask. Covid secure rioting 😂😂😂😂"
1607,@mjbumba @NathanWroberts1 @TheTruthBasket @megpie12345 @GovWhitmer Getting COVID is like super brave!! Giving COVID… https://t.co/mMdeD0LifJ
1608,"@Lor_blueeyes @Johanna_Ann @pretty_bland @coststobefree @NuitGod Dude.
Your conspiracy theories about Covid are als… https://t.co/ytxUQcQ3Ug"
1609,"It is Thursday April 08, 2021, 08:18:02. Joe Biden has not instituted a national mask mandate as he promised.  In f… https://t.co/Sb9Roour4m"
1610,"Senate majority leader Jack Johnson is sick with Covid-19, scouts report. There was also close contact with several… https://t.co/FsEWc57AG4"
1611,Some of these states dead last in COVID vaccinations but the first to lift mask mandates.....all GOP lead. 🙄
1612,ik a man on the streets didn’t tell me to remove my mask &amp; kiss his cheek because 🎉covid doesn’t exists🎉
1613,"Let's assume the covid shot is safe. What benefit do I get for taking it? Still have to wear a mask, still have to… https://t.co/iF32GpoSTY"
1614,"@Bhakti18109424 @Experientia2020 @TOIMumbai I have seen the most educated n holding high offices without mask, even… https://t.co/CezUQxgZSR"
1615,Hillsborough County commissioners cautioned residents to continue social measures like wearing a mask and social di… https://t.co/rpCRhXx7AQ
1616,"No one tool alone is going to stop the #COVID19 pandemic. A combination of getting a COVID-19 #vaccine, wearing a m… https://t.co/nTmvz3SzfZ"
1617,"@Jimmmyz169 @waffloop @elonmusk Don’t know where mask came into it, I wear a mask when going out and never cause a… https://t.co/40fwvkTajb"
1618,@pixieskygoddess I'm fine wearing it forever tbh.  I have not been ill since Covid started (knock on wood) no colds… https://t.co/C69XKSI3fy
1619,"@Apple 2021 #COVID times - Yet to find a solution for FaceID with mask on!!!

👏👏👏"
1620,"On the very first day of its 10-day Special Covid Enforcement Drive, the Odisha Police has acted against 9,400 viol… https://t.co/jOH3fcr8u3"
1621,"List of Most Stupid COVID restrictions 

👉 Wearing a mask when you are alone in your own car
👉 Night Curfews which… https://t.co/gOk9gyfGTc"
1622,"(DELHI)Parents believe that schools are taking all the necessary #covid precautions and their chiildren are safe.
T… https://t.co/6dyyTvDcJn"
1623,"There is an alarming situation in India, and we are witnessing 1 Lakh covid positive cases in a day, wear a mask to… https://t.co/W4VYLNGh6n"
1624,"Spread of Covid Virus is on account of Cricket match ,elections being held ,kumbh mela and Holi celebrations organi… https://t.co/pkuODN528T"
1625,Could you imagine if we could see the number of those deaths on paper. People too scared to help someone for fear o… https://t.co/jzAGN7LL1R
1626,@TacosAndTaint @davenewworld_2 I have asthma and I double mask because of it. It has pi$$ed me off beyond words to… https://t.co/vmURIg6GSn
1627,The director of Canadian intelligence has contracted covid. CSIS has no remote mandate for remote work situations.… https://t.co/OxbfJZV92n
1628,"I am getting very tired of Covid
As must all of you

People in hospitals
Many young folks - some not making it thro… https://t.co/BEJAWgk0bw"
1629,"Well, I guess the anti-mask idiot who coughed on me on purpose last Monday because I stared at him funny was indeed… https://t.co/SJXY5UnF7K"
1630,"Citizens opinion: In reality, no one cares about the presence of COVID-19 in Tanzania  and sometimes I receive abus… https://t.co/hXLDtwwbkU"
1631,@jes_liv ... because the only way i see us taking the mask off if EVERYONE has COVID 😂😂 via NATURAL Transmission or Vaccine.
1632,"#Canada  on track to surpass U.S. in #COVID cases relative to population
https://t.co/WVcXVIc1wF Bravo!  Nothing to… https://t.co/gHxuuh4QvX"
1633,@MattMan_IWS @OANN I caught Covid while wearing a mask! 🦠
1634,"@CDCDirector not only are we going to have respiratory issues because of wearing a Mask,you're also going to have o… https://t.co/rUI2IS0bxv"
1635,Make sure everyone in your household wears a mask (if 2 years of age or older) when in public and when around peopl… https://t.co/z3YvMwfL8l
1636,"Unbelievable lack of basic covid hygiene at Bagshot Costa Coffee!  No masks when preparing food or drinks, member o… https://t.co/PWbgYdOLHb"
1637,"@jes_liv I mean yeah the transmission now at least is starting to be definitive, through inhalation and close quart… https://t.co/iFj0fWkIjI"
1638,If y’all don’t care about getting covid or wearing a mask or protecting yourself then why do you care about what’s… https://t.co/h5BgzmMkhD
1639,Can #DGPolice @cpbbsrctc @odisha_police place one sample of Mask produced in the world that is capable to prevent… https://t.co/IuPN7xV9ML
1640,Arizona Gov. Doug Ducey said Wednesday various city and county leaders who are ignoring his executive order banning… https://t.co/HwXKOBbCdF
1641,"JUST IN - As many as 1049 samples, including 468 RT-PCR and 581 RAT, collected in Ramban District today. The more w… https://t.co/8DU6ysIFlm"
1642,@fitnbeer @Lord_Chewie @BarryFox07 @KVandetti Mask do not work...and they are not the answer... you can’t spread co… https://t.co/iI3WQj3QCr
1643,"I don't wanna be cruel, but I love how an acquaintance has been traveling, hanging out and all that stuff all aroun… https://t.co/UbzNfBoRJI"
1644,@Anas_Sloth @Mrmoorland @russellprose76 @JuliaHB1 I agree masks do not stop the spread. They slow it by reducing th… https://t.co/uOB8a8zaMI
1645,New! Covid mask perfect for working out 🏋️‍♀️ &amp; other activities  I want the yellow one ☝️ 😁  the technology on the… https://t.co/bgcc9LV8yM
1646,"@cassandra17lina I just saw my neighbor’s oldest, Covid+ son and pregnant Covid+ GF leaving the house. No masks. Mo… https://t.co/uYrrrhL9GH"
1647,"@MatthewGreenNDP @JoeyColeman Thanks, as best as one can be in this situation. Stay safe Matthew and Joey as you ar… https://t.co/6drBY49H6M"
1648,Wisconsin Covid cases have shot up again about two weeks after the mask mandate was lifted. I’m sure it’s just a co… https://t.co/surCMOzHAo
1649,@BJP4India @JPNadda @BJP4Bengal What Shri JP Nadda? Where is his mask? You are in power means you will do anything?… https://t.co/yji7y92OBL
1650,"@sbsinha16 @drshamamohd Bhakt of pious  idiot is also an pious  idiot , why is social distancing n mask recommended… https://t.co/RvHjj7E319"
1651,"@Liz_Wheeler Our primary care physician is and internal medicine doctor, she told my wife that this vaccination and… https://t.co/WMmdhJ65Y9"
1652,@CPMumbaiPolice @MumbaiPolice @Mahendrah01 Mask is compulsory if you are not politician. if you are politician you… https://t.co/9ameL8TeVL
1653,"The only reason I would get the covid vaccine would be if doing so right now allowed me to not wear a mask. 

The f… https://t.co/NDXy6Cy9yK"
1654,I don’t think this is true at all.. werent business owners struggling the most during the pandemic 🤨 thats one of t… https://t.co/KCSQnUm2Wa
1655,"A very subtle image of the ""Hand of God"", a frugal innovation by nurses comforting patients in a Covid isolation wa… https://t.co/O8eg4X3UMM"
1656,"@iamitperiwal No CoVid 
No mask..😂😂"
1657,"Boris.... INSIDE a HOSPITALITY venue.... with NO social distancing and NO mask.....

Hypocrite much.... https://t.co/Z9PEtWJxXQ"
1658,"@JonasHerby ""Chernozhukov, Kasahara, &amp; Schrimpf (2020) estimate,
using county-level data, that mandatory face mask… https://t.co/0ozMiaDbcO"
1659,"COVID-19 is still with us, and we all have a part to play in protecting ourselves and each other from the virus. Th… https://t.co/9xMWStqouD"
1660,The man in line for Covid vaccine with his mask below his nose is a mystery to me.
1661,"The high-tech COVID smart face mask from Razer is officially going from prototype to product

#covid #facemask… https://t.co/If1OFdb4d1"
1662,You don't mind if I wear a mask for another year? https://t.co/v9IVmcjtJP
1663,"@GetAFreakinGrip @ChilsonLelan @GMackHH @Resist_As_One @KVandetti This statement makes no sense.
How can someone wh… https://t.co/BHGWSyjmhQ"
1664,Swiss region rewards COVID-testing schools by lifting mask rule: Switzerland is joining nations offering privileges… https://t.co/s3ImiQDzpA
1665,"1/2 The anti-mask brigade at last night’s KCS board meeting is also virulently anti-vaccine. Oh, and they really do… https://t.co/FcqdUmTXJE"
1666,"@trustscience92 @CawthornforNC Again, I’m not anybody’s experiment. In my experience, I would buy if it’s not broke… https://t.co/KaIsbRwe5N"
1667,"@CTVNews Vaccination does not STOP us from wearing mask, social distancing, from transmitting and acquiring COVID b… https://t.co/qVIWKL2Ii0"
1668,@_Zsto_ Just on my forearm and this is the cream. My pharmacy recommended it for minor skin irritations and eczema… https://t.co/MYVgZ1m1aT
1669,these freaking scum should not be allowed in hospitals or doctor offices when they get sick from covid now ...you d… https://t.co/b4qKeu23Mq
1670,"@LisaLis91078356 @adrienne_haddad So I had COVID February 2020, then my daughter had mono in August and September 2… https://t.co/gJkAT4YBy3"
1671,"@13WHAM Cause NY, NJ, PA all travel to FLORIDA, the golden land of COVID deniers, where no one wears a mask, unless
it's DEMANDED."
1672,@morningmika This US Army 6 yrs. Combat Medical Specialist (military PA) got his J+J shot on March 28th at the VA.… https://t.co/yrh3LOnYoA
1673,"Delhi HC says wearing mask mandatory for person driving alone, says it's a 'suraksha kavach' against COVID-19 https://t.co/L9n3WoujcG via @"
1674,Why are you not wearing mask? Is there don't danger of covid-19? https://t.co/aBR8njXDOC
1675,Because selfish people won’t mask up and obey simple instructions like “Sit and Stay”.... 3600+ died to save others… https://t.co/4OeSa0w0xC
1676,@Watertankkitty @Bigdee_1996 @NoWordCount @bbcworldservice Oh I’ve gotta be last on the list for a vaccine at this… https://t.co/LAOYSmoGbv
1677,"Our best spanish life ... with no covid, no mask, no restrictions.... take me back to this 🇪🇸❤️ https://t.co/KRpllgtakm"
1678,"Bandana Gaiter Reusable Covering Purple - https://t.co/xXhE2R8IIV

#coronavirus #covid #covid19 #face #mask #safety… https://t.co/aIuDXWmaGs"
1679,@BradleeFann masks aren’t mandatory where i am (we’ve eliminated covid) and today at work i had a little kid scold… https://t.co/nx9rETKj7C
1680,Covid enforcement activities have been intensified. Rourkela police ensured covid appropriate behavior at local mar… https://t.co/oAfcwOm4Qy
1681,"@uhf243 Oh, I don’t. I think it is D) All of the Above. Per the article:

“Because the virus that causes seasonal i… https://t.co/JdlH7AwmI0"
1682,If you stop wearing your mask and you don't adhere to measures put In place to prevent COVID infection cos you got… https://t.co/1GZQWBJdhb
1683,"@pixieskygoddess Well, first I’d send a thank you note to 45 for badly screwing up this country in less then 4 yrs.… https://t.co/UxvSPob4Dc"
1684,@TPM_NEWS Boris Johnson is a tyrant. He is imposing a dystopian 'new normal' of permanent state-enforced social dis… https://t.co/D67RNHRABM
1685,Montana Governor Who Rescinded Mask Mandate Now Has COVID https://t.co/6lKx8D5Jq7 via @thedailybeast
1686,"Its actually depressing if you think about many loved ones were lost because of covid, pls wear a mask."
1687,A hospital room. Patient is COVID+ and a variant of concern is identified. Entering the room you use a face shield.… https://t.co/wo22RWfMYf
1688,"W/ @EmilyEnfinger: Gov. Kay Ivey confirmed the state’s mandatory mask order would end on Friday, citing rising vacc… https://t.co/ZsDS89zYMU"
1689,Gross. @lidlgb Just been to your Kempston store. Cashier had mask around his neck. Chewing on fingers and picking h… https://t.co/rdf2HOQ2cE
1690,@kharypayton Just had a friend pass away from complications of COVID. She had had her first shot but must’ve contra… https://t.co/B0kMIZOMKE
1691,Breaking: Specialists are working overtime at the White House to design an effective covid mask for Biden to wear i… https://t.co/gBHCiGT4OK
1692,Nobody on this webinar got on a mask they tryna give me virtual covid or some shit 🤨
1693,@drharshvardhan @Outlookindia @PMOIndia @narendramodi @BJP4India @JPNadda @AmitShah @MoHFW_INDIA @AyushmanNHA… https://t.co/aCDalwKCL6
1694,"We couldn't be more proud of Timothy Aurelio, a veteran nurse who saw a need during the height of the COVID pandemi… https://t.co/YgvIlOT2ev"
1695,"Covid patients often have anxiety and depression, just mask up so you don't end up like that. Wipe a few germs or e… https://t.co/aZ8L9T2ZnK"
1696,@Ian04191967 @JuliaHB1 Julie isn’t really obsessed. She CHOSE to sit for 10 hours on a plane in a mask for a weeks… https://t.co/GE6XWROP83
1697,"Out of 10 people, only 5 wear mask. Of which 3 wear like this. 
(Bhai.. It's understood when you think Virus 'चीन… https://t.co/OtNPhR1cVN"
1698,#NoWeeklyTesting #NoTestOnEntry #lockdown2021 #NoVaccinePassportsAnywhere #covid_19 #COVIDー19 #COVID19 #coronavirus… https://t.co/FBd0q5dXvU
1699,Every year there's a small salaana (annual) mela at the Gurudwara near our house. It was cancelled last year due to… https://t.co/HtJuPFh1ud
1700,@erinotoole There needs to be a look into you &amp; all your failures as well as your leadership because from what I re… https://t.co/FuMBPUOd0s
1701,Covid rampage last year Kante dangerous ga vundi. Don't remove the mask no matter how suffocating it is in fully pa… https://t.co/9duTlnrgPk
1702,The biggest misconception about being vaccinated is that people who are vaccinated think they don't have to wear a… https://t.co/T5koTWMmGf
1703,"* SOURCES : 
➡️https://t.co/qdMsVHojDD

➡️https://t.co/oL0Y7uCilO

@ANI @timesofindia @htTweets @IndianExpress @dna… https://t.co/NYMHb6Txbr"
1704,"You think you can design a new face mask? Here is your chance. Maybe a $500,000 reward as well.… https://t.co/aCVcPmGpzC"
1705,It's been a long prevalent thing that people will be suspicious of who's holding a camera but we're already seeing… https://t.co/UTr8LABkwC
1706,"@fordnation Mr. Premier, thank you for all your hard work. I know it’s been a long covid year for you. My family &amp;… https://t.co/tYsTWQt70p"
1707,"@NeilWC2010 @padiddles99 @NewMexiSlosh @JRubinBlogger Well, either COVID fizzles out so bars etc. no longer see the… https://t.co/SMSpSuYjpq"
1708,@Shafqat_Mahmood Sir at this point there is no point of sop's I got covid even after wearing mask and keeping my di… https://t.co/Fd1VhLypju
1709,"@StuBennett aka #WadeBarrett turning up with the #Nexus in 2010 BC, destroying everything, @JohnCena @CMPunk… https://t.co/1DREPvUtBW"
1710,i seen one car with a mask on like the car can catch covid
1711,"If these anecdotal reports are true, the vaccine we had might not be effective against the new mutant coronavirus.… https://t.co/LtBAcQe96r"
1712,@Consumability @DFisman If covid is airborne then regular medical masks and esp. cloth masks don't really work. I g… https://t.co/5vBbv7ANrS
1713,Ferozepur Police distributed 158 masks at various places under the mask campaign in view of the re-emergence of Cov… https://t.co/rqmi3MdH28
1714,"#tnlockdown
covid vaccine is 
1.NOT SAFE
2.Does not offer more than 1 year protection (SAYS ICMR)
3. CAN'T PREVENT… https://t.co/NrUKmzrAXV"
1715,"@JuliaHB1 I think I'll go in that shop, its gonna be full of like minded people.
Oh never mind the asymptomatic car… https://t.co/qwAePODKJc"
1716,Question for medical Twitter: What restrictions should be applied to an in-person meeting of 25-30 adults who've al… https://t.co/2PT7Hbl2ho
1717,"@KazmiWajahat That’s worrisome. Here in Colorado in the US, mask-wearing varies widely. (In spite of a mandate &amp; da… https://t.co/pN9V4pFiFA"
1718,"@fact_covid @Join_ZOE Come on now, 1 mask for every R"
1719,@Shellmccabe @JanekDaw Wear a mask for Covid reasons.....
1720,@KTULNews Well let’s see.  They said it won’t keep you from getting Covid-19. It won’t keep you from spreading it.… https://t.co/4t9Kzy37ul
1721,The high-tech COVID smart face mask from Razer is officially going from prototype to product https://t.co/n46mOcsLsu via @usatoday
1722,"@BorisJohnson Honestly, Prime Minister, take your mask off. You've had covid *and* your jab, so you can't get it an… https://t.co/CDCdZXwE7U"
1723,"@Kalpanadeka18 Come to any covid hospital and do conversation with a patient without any mask,gloves and close cont… https://t.co/BFBkJ2Y24y"
1724,"Good Morning Atlanta! COVID restrictions are lifted as of today HOWEVER, PLEASE STILL WEAR YOUR MASK!!!! #Atlanta #COVID19"
1725,"That's an AR filter we'd like! Covid-mask-muffle-elimination... Signals create friendly lipsync and readable words,… https://t.co/6wV8GbPQeX"
1726,My friends still in India - start taking covid  seriously! Stop partying!!!  wear a mask! https://t.co/zdLLyieuAs
1727,"COVID 19 protocols that everyone must observed proper hygiene, wearing of face mask/shields and physical distancing… https://t.co/yehLkzd8Ys"
1728,"Before Covid, I had:

* a decent living
* Housing security
* Freedom to move w/o tracking
* The ability to speak w/… https://t.co/RJKOXbPHec"
1729,@JackArnett11 Where I live ... nobody wears a mask or even take a covid shoot!! We don't believe on that!!! And gue… https://t.co/olTD06o3Pc
1730,@DrRPNishank @narendramodi @PMOIndia @EduMinOfIndia @PIB_India @DDNewslive @MIB_India @mygovindia @transformIndia M… https://t.co/9rwHUpGLtD
1731,@StopNWO666 @alexi_starr Why do you need a mask when the government says in its propaganda that the wind will blow… https://t.co/CHyA1Ontzc
1732,"@OfficeofUT
Politically sensitive issue. Shops don't have crowds like grocery/veg shops. Irresponsible people sprea… https://t.co/NYw0JlrfX2"
1733,"@JPNadda This has become a joke now!

This is us with 1.20 lacs of new covid cases being reported per day.

Wear Ma… https://t.co/oqARnQn8aU"
1734,"If you can still get Covid after taking the vaccine, wearing a mask and being within 6 feet apart why would you tak… https://t.co/H9fe8CygWW"
1735,"@MattHancock Don't wear a mask - get fined/arrested

Leave your home to go for a walk/exercise get arrested &amp; fined… https://t.co/2tfIHYx0P3"
1736,"@Albert_Nobbs Exactly, who's science is that? Fauci? He has been wrong from the start! Covid is real, just no where… https://t.co/njpniAqQBO"
1737,@ChadwickKHall I've been fully vaccinated for several months. I still wear a mask (even though the data seems to in… https://t.co/xzXsqmzMYI
1738,@ANI Indians are being banned from flying to countries like New Zealand as Covid 19 spreads like a rage. And here i… https://t.co/L7FMNDB8kq
1739,"Don't wear a mask - get fined/arrested

Leave your home to go for a walk/exercise get arrested &amp; fined.

Travel to… https://t.co/K3Kq1dxkdA"
1740,"@Bzlapped @Allianz Have a look at FLCCC  IMask protocol, some vitamins an zinc on it.   Get well soon.
https://t.co/WaWNtgEP53"
1741,"@RobinToal @pritipatel Don't wear a mask - get fined/arrested

Leave your home to go for a walk/exercise get arrest… https://t.co/icBA2rsqdL"
1742,"Me : Taking All The Precautions And Wear Mask Before Delivery 

#SafeEarth #Covishield #Covid_19 #memesdaily… https://t.co/Ao45OQE5PI"
1743,"Covid-19 
14 Days / isolation 
Social distancing 
Wear a mask / loss of identity
Get a Vaccine
Wear two masks 
New… https://t.co/SvAPhE5pq8"
1744,IIT Bhubaneswar study highlights mask and adequate ventilation is the key to curb COVID-19 spread in indoor environ… https://t.co/5ZVZml3wOC
1745,@ianbrown Can I listen if I’ve had a Covid jab &amp; wearing a mask ??
1746,"As a gamer we all like stats...even me as a ""sunday"" gamer but...there is a stats that i dont want to part of...COV… https://t.co/QiRNVjDtsj"
1747,@maturefinancier @PrincessofWails possibly because in excess of 9000 people (over the 5 year norm -see ONS figures)… https://t.co/NOXATMPBtA
1748,"COVID 19 protocols that everyone must observed proper hygiene, wearing of face mask/shields and physical distancing… https://t.co/XULE2ScY4k"
1749,My man had COVID and didn’t have many symptoms but still had it. Seen him yesterday and he walking round wit no mas… https://t.co/B7Q3X2XCLC
1750,"#Ethiopia: @FMoHealth Announces Strict #COVID19 Control Guidelines, Regulations https://t.co/v3hT9K8mUu Religious i… https://t.co/OmMgJjwx8A"
1751,"Have you heard the saying ""mask it up to keep it up?"" Well you just might soon.  Caution: correlation doesn't = cau… https://t.co/HEOJRAGI8K"
1752,"Wear your MASK correctly to ensure that it protects you from #COVID19.

Make sure that your mask is covering your n… https://t.co/RRbJ6UYxWO"
1753,"Please Wear a Mask to Stay Safe in the fight against COVID - 19

#COVID19India https://t.co/JDOW76e2l9"
1754,"@taylorgaystfu @teteddyyy Yeah ig after votes, till that I have time to try to get it and strange thing is even if… https://t.co/dd7ZPp9mSO"
1755,IIT Bhubaneswar study highlights mask and adequate ventilation is the key to curb COVID-19 spread in indoor environ… https://t.co/ddrwMARTBk
1756,"@spunawebxx @KismetandHope My mom died of Covid-19.  So, I know it's real. I know how she got it and had she worn a… https://t.co/nOnGe8WK9P"
1757,"@pixieskygoddess As a health compromised person(Covid triggered a rare neuromuscular autoimmune disease), I will we… https://t.co/ufmNZJjuDQ"
1758,"COVID NEW SYMPTOMATOLOGY !! 🧠 By DR. ANUBHAV BHUSHAN DUA  Consultant Psychiatrist

#dranubhavdua #psychiatrist… https://t.co/vzIc2rjvnN"
1759,New post (IIT Bhubaneswar study highlights mask and adequate ventilation is the key to curb COVID-19 spread in indo… https://t.co/MlXDWCvlBE
1760,"Remember to smile with your eyes when you wear a mask, cause we can see through it! 

No mask on your face,you big… https://t.co/FYXeBKCxwz"
1761,@Badger1951aol @ShellyToasted @Nc1908Neil @David28787016 1/2 Ok now I see where you are coming from.  All of these… https://t.co/vvr6m19et7
1762,"￼As always, we're keeping an eye on the ever-changing Covid situation. The current (and good!) news is that pet tra… https://t.co/6vJn83IIcq"
1763,"This has become a joke now!

This is us with 1.20 lacs of new covid cases being reported per day.

Wear Mask, maint… https://t.co/LobOoBNiI5"
1764,"University Delaware Warmer Windproof Balaclava - https://t.co/IAb4uzV8rO

#coronavirus #covid #covid19 #face #mask… https://t.co/euesvxpUm9"
1765,"Tyara kitchenware 👌🎊

There are Three points at which the chain can be broken and the virus can be stopped from inf… https://t.co/B9hkwML79g"
1766,This will be of interest to many employers and helps with understanding how cautious you need to be about rules aro… https://t.co/PmquxaNxy9
1767,Why are you wearing a mask on your chin but coughing into your hands? You see why covid can't end in this place? &amp;… https://t.co/XJtceU5g8g
1768,"COVID 19 protocols that everyone must observed proper hygiene, wearing of face mask/shields and physical distancing… https://t.co/VxGcU2JI2F"
1769,Swiss region rewards COVID-testing schools by lifting mask rule https://t.co/WCXzsL36BV https://t.co/8I5Du2gPor
1770,"It is very telling of countries that claim kinship to the Pacific to close their borders to PICs, who have very low… https://t.co/0BrcODaHth"
1771,IIT Bhubaneswar study highlights mask and adequate ventilation is the key to curb COVID-19 spread in indoor environ… https://t.co/VTM7UwDtHP
1772,@khldkhan Texas removed all Covid restrictions (capacity limits and even their mask mandate) on the 10th of March a… https://t.co/SD1mk48orz
1773,'The study finds that aerosol transmission routes do not display a need for six feet social distancing when masks a… https://t.co/yt9gFOL2l0
1774,"@sandyfukiu When I call to schedule an appointment with a company, I ask what their policy is for Covid and masks.… https://t.co/X06KVorNmU"
1775,"@ranaltboo by the time covid is over n you decide to meet fans n stuff, are you considering doing a face reveal bef… https://t.co/StnhbnbeND"
1776,"Send him behind bars for being without mask &amp; attending huge crowd. 
Put charge of every death, due to Covid. 
Any… https://t.co/3P5z1yH8DW"
1777,"Through the whole Covid thing. I wore my mask. Went to Florida twice, Georgia once. Never got Covid, but damn if I… https://t.co/BMqlt8icdM"
1778,"It is Thursday April 08, 2021, 07:18:01. Joe Biden has not instituted a national mask mandate as he promised.  In f… https://t.co/SAKwTLo1JY"
1779,"@FredrikoBandiko @PrimeVideo I don’t. Council wants to mask and lock up kids, but allow folks with MH/spreadable di… https://t.co/Aes0VQTkFh"
1780,"One year later.

My entire family is vaccinated and I know more people today who have or are recently recovering fr… https://t.co/Fn34hc582b"
1781,"@khushsundar Read recently, still we can get affect with COVID even after vaccination. Possibilities are high. So p… https://t.co/K12QsI6CJs"
1782,"Litter Pick - Llandaff 15th April 12.15 - 1.30pm 
Equipment provided. Remember mask &amp; wear sensible footwear / weat… https://t.co/fexTsFYlnU"
1783,"@sardanarohit @aajtak COVID-19 PROTOCOL ARE INCOMPLETE, NEED REVIEWED E.G USE OF MASK; IF MASK CAN STOP COVID-19 LI… https://t.co/c8D2d0wbVo"
1784,"Idk I still think people who caught COVID because they chose not to wear a mask or ""believe in it"" shouldn't be all… https://t.co/p8MWCSQPaY"
1785,Swiss region rewards COVID-testing schools by lifting mask rule - WHBL News https://t.co/by5C9KDlF8
1786,"@Local4News The governor wants you to wear a mask, to socially distance, to give a damn about yourself AND OTHERS.… https://t.co/oZxJHjngJM"
1787,@HoustonChron Dad in a nursing home was just diagnosed with Covid after he was fully vaccinated in February. Some p… https://t.co/CiRBisrlsg
1788,@priyanbhatt @buzzindelhi @sumanthraman My relative 28 years old. Rarely goes out. wears double mask when he goes o… https://t.co/X1rCgCA5WY
1789,@francoislegault @NathalieRoyCAQ Never seen more uneducated people in my life. Covid hasn't killed one healthy pers… https://t.co/j3ZsRDqBzd
1790,"Dear @PawanKalyan Fans it's humble request to you...!!!

Those who are going #VakeelSaab Movie.Please Wear Mask,San… https://t.co/PPDzLHaQbq"
1791,"@GovMurphy Vaccines are great but people r getting false sense of security against covid, and sports events and lar… https://t.co/5t0f7fiIyN"
1792,@sambitswaraj @JPNadda Where d hell is mask?? No COVID protocalls has been followed.. Rules are only for poor voters...
1793,@mybmcWardGN @mumbaimatterz @MumbaiPolice @KingKatriar @DighavkarKiran @RoadsOfMumbai @MNCDFbombay @mid_day Gala No… https://t.co/JTxwcjo5E3
1794,"This nigga durk be going crazy , talking about “bro slide with a covid mask”"
1795,"@GovRonDeSantis @FSUFootball COVID
Yesterday they found a new strain with 18 different mutations in Brazilbut you t… https://t.co/kCgdEQHs9F"
1796,"@raggedtag Rajiv Mask Scam
Indira Ventilator Scam
Nehru Bed Scam
Rajiv Vaccines Scam 
Indira Vaccine Scam
Sonia Cov… https://t.co/tVx0OdOhpp"
1797,@NirjhariSinha @VMaya11156 @Sandeep71121431 Maya ji is stuck in to denial mode and fell into propaganda by anti-cov… https://t.co/AZoiJfe0sD
1798,"@oommen @rasheedkidwai @orfonline COVID-19 PROTOCOL ARE INCOMPLETE, NEED REVIEWED E.G USE OF MASK; IF MASK CAN STOP… https://t.co/EGq6qL7saC"
1799,@pixieskygoddess Double mask me for 2021. Maybe a single mask for 2022. It all depends on those who think they can… https://t.co/46PXutocp9
1800,"@halestones1234 @TheFreds @GianniMosella We protect ourselves from viruses like herpes and HIV, why wouldn't you we… https://t.co/4WUIaAys5n"
1801,@kaitlin__allen @sezzababe @j_dsoxza I hope as flu kills people every year you are not a hypocrite and you did keep… https://t.co/oMojs4TJxe
1802,"List of Most Stupid COVID restrictions 

👉 Wearing a mask when you are alone in your own car
👉 Night Curfews which… https://t.co/O8G85T8zqq"
1803,"@ravishndtv 

SIR !
I Watched your #primetime show everyday !
I hope whenever you do show in this #pandemic #Covid… https://t.co/DyuvXve2S5"
1804,do you know when your covid restrictions are easing? i know that the uk plans to ease all restrictions (besides t…… https://t.co/vtAWtPyqNw
1805,@kaitlin__allen @sezzababe @j_dsoxza So did you wear a mask before Covid was here during flu season? What excuse fo… https://t.co/MALUsv866f
1806,"It is very much difficult to stay away from our beloved ones while being positive for COVID.

Requesting to wear ma… https://t.co/UBdcHJXp7s"
1807,We know how important is to wear a mask to avoid Covid-19 spread so is choosing @Pmrelocations for a Hassle-free sh… https://t.co/oXizjQ7G1n
1808,You may be a career of Covid-19 but not having symptoms. You are driving your car alone. You sneeze. Virus is now i… https://t.co/ku7KmeihFy
1809,"Dr Venugopal Arumuru and his team at IIT-Bhubaneswar conducted the study
#IITBhubaneswar #COVID19 #Study #Mask… https://t.co/rYdG0FafuC"
1810,@cbseindia29 @DrRPNishank @EduMinOfIndia @PTI_News @OfficeOfSDhotre @PIB_India @DDNewslive @airnewsalerts @PMOIndia… https://t.co/TDskim28WG
1811,"Yet another good reason to keep that mask on and those lungs safe until you get fully vaccinated.
https://t.co/CrAgWR1vPy"
1812,"I'm damned sure I'm not having the AZ vaccine. I hardly ever leave my house anyway, so the risks of me catching cov… https://t.co/1drAMd1wTR"
1813,"99% Y'all.
Please wear a mask and stay the fuck away from my family.

Bronson in Kalamazoo nears COVID-19 capacity… https://t.co/u6dUxWqipV"
1814,lmao our joke of a governor is lifting mask mandates while transmission rates are going up &amp; new variants of covid are still being found 😂😂
1815,"WHO failed to adequately communicate regarding wearing #masks
#covid-19 #pandemic #mask
--------
Consult Upgrade… https://t.co/m0OX4PpprN"
1816,"@Marasliatv Tell us how it feels to walk on the streets without a mask, than testing positive with covid and than c… https://t.co/HaQMOLKvEI"
